fname,label,fold
nikolas153.wav,1,1
nikolas1530.wav,1,1
nikolas1531.wav,1,1
nikolas1532.wav,1,1
nikolas1533.wav,1,1
nikolas1534.wav,1,1
nikolas1535.wav,1,1
nikolas1536.wav,1,1
nikolas1537.wav,1,1
nikolas1538.wav,1,1
nikolas1539.wav,1,1
nikolas154.wav,1,1
nikolas1540.wav,1,1
nikolas1541.wav,1,1
nikolas1542.wav,1,1
nikolas1543.wav,1,1
nikolas1544.wav,1,1
nikolas1545.wav,1,1
nikolas1546.wav,1,1
nikolas1547.wav,1,1
nikolas1548.wav,1,1
nikolas1549.wav,1,1
nikolas155.wav,1,1
nikolas1550.wav,1,1
nikolas156.wav,1,1
nikolas157.wav,1,1
nikolas158.wav,1,1
nikolas159.wav,1,1
nikolas16.wav,1,1
nikolas160.wav,1,1
nikolas161.wav,1,1
nikolas162.wav,1,1
nikolas163.wav,1,1
nikolas164.wav,1,1
nikolas165.wav,1,1
nikolas166.wav,1,1
nikolas167.wav,1,1
nikolas168.wav,1,1
nikolas169.wav,1,1
nikolas17.wav,1,1
nikolas170.wav,1,1
nikolas171.wav,1,1
nikolas172.wav,1,1
nikolas173.wav,1,1
nikolas174.wav,1,1
nikolas175.wav,1,1
nikolas176.wav,1,1
nikolas177.wav,1,1
nikolas178.wav,1,1
nikolas179.wav,1,1
nikolas18.wav,1,1
nikolas180.wav,1,1
nikolas181.wav,1,1
nikolas182.wav,1,1
nikolas183.wav,1,1
nikolas184.wav,1,1
nikolas185.wav,1,1
nikolas186.wav,1,1
nikolas187.wav,1,1
nikolas188.wav,1,1
nikolas189.wav,1,1
nikolas19.wav,1,1
nikolas190.wav,1,1
nikolas191.wav,1,1
nikolas192.wav,1,1
nikolas193.wav,1,1
nikolas194.wav,1,1
nikolas195.wav,1,1
nikolas196.wav,1,1
nikolas197.wav,1,1
nikolas198.wav,1,1
nikolas199.wav,1,1
nikolas2.wav,1,1
nikolas20.wav,1,1
nikolas200.wav,1,1
nikolas2001.wav,1,1
nikolas2002.wav,1,1
nikolas2003.wav,1,1
nikolas2004.wav,1,1
nikolas2005.wav,1,1
nikolas2006.wav,1,1
nikolas2007.wav,1,1
nikolas2008.wav,1,1
nikolas2009.wav,1,1
nikolas201.wav,1,1
nikolas2010.wav,1,1
nikolas2011.wav,1,1
nikolas2012.wav,1,1
nikolas2013.wav,1,1
nikolas2014.wav,1,1
nikolas2015.wav,1,1
nikolas2016.wav,1,1
nikolas2017.wav,1,1
nikolas2018.wav,1,1
nikolas2019.wav,1,1
nikolas202.wav,1,1
nikolas2020.wav,1,1
nikolas2021.wav,1,1
nikolas2022.wav,1,1
nikolas2023.wav,1,1
nikolas2024.wav,1,1
nikolas2025.wav,1,1
nikolas2026.wav,1,1
nikolas2027.wav,1,1
nikolas2028.wav,1,1
nikolas2029.wav,1,1
nikolas203.wav,1,1
nikolas2030.wav,1,1
nikolas2031.wav,1,1
nikolas2032.wav,1,1
nikolas2033.wav,1,1
nikolas2034.wav,1,1
nikolas2035.wav,1,1
nikolas2036.wav,1,1
nikolas2037.wav,1,1
nikolas2038.wav,1,1
nikolas2039.wav,1,1
nikolas204.wav,1,1
nikolas2040.wav,1,1
nikolas2041.wav,1,1
nikolas2042.wav,1,1
nikolas2043.wav,1,1
nikolas2044.wav,1,1
nikolas2045.wav,1,1
nikolas2046.wav,1,1
nikolas2047.wav,1,1
nikolas2048.wav,1,1
nikolas2049.wav,1,1
nikolas205.wav,1,1
nikolas2050.wav,1,1
nikolas206.wav,1,1
nikolas207.wav,1,1
nikolas208.wav,1,1
nikolas209.wav,1,1
nikolas21.wav,1,1
nikolas210.wav,1,1
nikolas211.wav,1,1
nikolas212.wav,1,1
nikolas213.wav,1,1
nikolas214.wav,1,1
nikolas215.wav,1,1
nikolas216.wav,1,1
nikolas217.wav,1,1
nikolas218.wav,1,1
nikolas219.wav,1,1
nikolas22.wav,1,1
nikolas220.wav,1,1
nikolas221.wav,1,1
nikolas222.wav,1,1
nikolas223.wav,1,1
nikolas224.wav,1,1
nikolas225.wav,1,1
nikolas226.wav,1,1
nikolas227.wav,1,1
nikolas228.wav,1,1
nikolas229.wav,1,1
nikolas23.wav,1,1
nikolas230.wav,1,1
nikolas231.wav,1,1
nikolas232.wav,1,1
nikolas233.wav,1,1
nikolas234.wav,1,1
nikolas235.wav,1,1
nikolas236.wav,1,1
nikolas237.wav,1,1
nikolas238.wav,1,1
nikolas239.wav,1,1
